gene.ID,logFC,logCPM,F,PValue,FDR,p2n1,p3n1,p4n1,Emerge,p2n2,p3n2,p4n2,primordia,p2n3,p3n3,p4n3,no_primordia,Type,Name,Description
Zm00001d027231,1.06858887,5.484308983,100.7340266,9.30E-07,3.39E-05,35.45697695,39.95035985,37.05159299,37.48630993,29.622407,28.03199117,35.1652994,30.93989919,57.23467616,66.65829195,71.25082084,65.04792965,gene,,OSJNBa0093O08.6 protein;  protein
Zm00001d038149,1.741481423,4.765663105,100.7147854,9.31E-07,3.39E-05,23.98127486,26.97009853,24.22178766,25.05772035,9.541833024,10.67885378,18.24518433,12.82195704,39.57442698,36.05494974,53.23946092,42.95627921,gene,,
Zm00001d039039,1.239165109,6.016328796,100.5637802,9.38E-07,3.40E-05,30.89612099,38.65233372,52.42523904,40.65789792,34.3221158,40.71313004,63.60332413,46.21285666,97.9692655,104.2000437,116.1467842,106.1053645,gene,,Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001d019461,1.10475896,4.424341735,100.055749,9.61E-07,3.45E-05,21.48016031,20.76841812,18.35989384,20.20282409,14.38395725,13.74902424,13.25069253,13.79455801,29.39077965,32.58574495,27.28191281,29.75281247,gene,,DNAJ heat shock N-terminal domain-containing protein
Zm00001d030982,2.172544556,3.86164959,99.88084092,9.69E-07,3.46E-05,17.36067751,22.78756988,16.36906198,18.83910312,3.987631712,3.203656134,5.707990627,4.299759491,20.88292238,20.81522871,18.01135991,19.90317034,gene,,ankyrin repeat family protein
Zm00001d034840,1.185608335,4.275580725,99.04901006,1.01E-06,3.55E-05,18.09629944,17.01856485,12.82980533,15.98155654,14.38395725,13.34856723,10.49862562,12.7437167,29.64859351,29.98384136,26.75216693,28.79486727,gene,,Nuf2 family protein expressed;  protein
Zm00001d014885,1.190121282,5.501378378,98.91601065,1.02E-06,3.56E-05,42.66607184,56.82469957,38.93182308,46.14086483,28.76791449,26.29667744,26.19559984,27.08673059,64.58237107,65.41929024,56.28549973,62.09572035,gene,,zinc knuckle (CCHC-type) family protein
Zm00001d006103,2.217993692,3.115247634,98.10815253,1.06E-06,3.69E-05,7.944716826,9.807308555,7.520920368,8.42431525,2.278646692,3.203656134,3.363637334,2.94864672,16.24227296,11.77051624,13.90582935,13.97287285,gene,,Double-stranded RNA-binding protein 3
Zm00001d020851,1.754780895,4.211565133,97.57346374,1.09E-06,3.76E-05,13.53544348,17.59546535,14.04642481,15.05911121,7.832848005,7.208226302,12.02755168,9.022875329,30.03531429,31.59454358,30.46038809,30.69674865,gene,,CONTAINS InterPro DOMAIN/s: Inner centromere protein ARK-binding region (InterPro:IPR005635); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 3 /.../urce: NCBI BLink).
Zm00001d019696,2.278798416,4.225774158,97.27404285,1.10E-06,3.79E-05,19.27329452,21.05686837,18.91290269,19.74768853,4.699708803,3.737598823,9.683198386,6.040168671,27.07045494,29.85994119,31.91718926,29.6158618,gene,cyclin10, cyclin10
Zm00001d024509,2.297397778,6.35119217,97.24835113,1.10E-06,3.79E-05,69.73695881,69.66073577,66.47166384,68.62311947,18.94125063,22.02513592,50.45456001,30.47364885,145.535922,124.7674721,164.6185322,144.9739754,gene,,polymerase delta 4
Zm00001d053987,1.180058036,4.224145829,97.19541876,1.11E-06,3.79E-05,17.94917505,14.56673771,15.59484959,16.03692078,12.53255681,11.0793108,12.33333689,11.98173483,31.06656972,26.51463658,24.36831047,27.31650559,gene,,Uncharacterised conserved protein (UCP030365)
Zm00001d022564,1.109536908,4.783016825,97.10232108,1.11E-06,3.80E-05,30.01337468,27.4027739,26.87623014,28.09745957,16.80501936,15.884795,18.24518433,16.97833289,38.02754384,38.7807535,33.63886337,36.81572024,gene,,BRCT domain-containing protein 
Zm00001d012973,1.669120839,5.901141215,95.85400731,1.18E-06,3.96E-05,36.33972326,41.96951161,33.40173458,37.23698982,30.33448409,29.90079059,40.36364801,33.53297423,130.5827184,83.26091486,109.2600877,107.7012403,gene,,Metal ion binding protein  
Zm00001d047539,1.0189438,5.70814561,95.50299312,1.20E-06,4.00E-05,33.98573309,34.90248045,33.62293812,34.17038388,37.74008584,35.50718882,47.49863629,40.24863698,78.11759854,76.32250528,90.05679957,81.4989678,gene,C3H-transcription factor 36,Putative RNA-binding zinc finger family protein  
Zm00001d018009,2.004222714,5.338950229,94.66767863,1.26E-06,4.12E-05,34.42710625,32.01797793,28.42465492,31.62324637,12.39014139,14.54993828,26.39945665,17.77984544,72.70350755,67.89729366,72.97249495,71.19109872,gene,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Zm00001d051479,1.994271942,3.516553411,94.43523182,1.27E-06,4.15E-05,2.942487713,3.028727642,4.424070805,3.465095387,4.98453964,4.938969874,8.052343921,5.991951145,22.68761938,27.62973811,21.32227166,23.87987639,gene,,Putative regulator of chromosome condensation (RCC1) family protein  
Zm00001d038005,2.298761917,5.206173321,94.33120331,1.28E-06,4.16E-05,24.86402118,26.10474777,20.68253101,23.88376665,10.82357179,9.610968403,23.34160453,14.59204824,72.57460062,63.43688751,78.26995375,71.42714729,gene,,Putative patellin family protein  
Zm00001d040276,1.260865863,4.93288971,94.30458547,1.28E-06,4.16E-05,29.42487713,30.43150155,28.53525669,29.46387846,15.66569601,16.41873769,22.01653528,18.03365632,44.47289026,43.61286016,41.98236098,43.35603713,gene,,Pollen-specific protein like  
Zm00001d022598,1.487726008,4.479991088,93.73170785,1.32E-06,4.26E-05,23.24565294,23.94137088,17.36447791,21.51716724,11.53564888,11.74673916,12.02755168,11.76997991,32.09782514,29.85994119,37.34708453,33.10161695,gene,,Bzip-like transcription factor-like; Bzip-like transcription factor-like protein
Zm00001d017871,2.453199735,4.996479627,93.5103942,1.33E-06,4.27E-05,21.92153347,23.94137088,19.46591154,21.77627196,6.835940077,8.543083025,18.44904113,11.27602141,66.90269578,54.88777572,63.83437852,61.87495001,gene,,Protein S-acyltransferase 18
Zm00001d027987,1.28922385,4.57054914,93.51564199,1.33E-06,4.27E-05,26.62951381,24.08559601,20.01892039,23.57801007,13.10221848,12.54765319,14.9834754,13.54444902,37.89863692,32.09014427,30.59282456,33.52720191,gene,bHLH-transcription factor 160,Transcription factor bHLH99
Zm00001d045389,1.043484461,6.793178861,93.09947275,1.36E-06,4.34E-05,98.5733384,103.8420906,105.6246905,102.6800398,65.51109241,67.27677882,92.75484769,75.18090631,147.2117121,157.8488177,156.8047804,153.9551034,gene,budding unhibited by benzimidazoles homolog3,Putative pentatricopeptide repeat-containing protein  mitochondrial
Zm00001d002330,1.256500002,6.445777066,92.85121003,1.38E-06,4.38E-05,70.32545635,87.11197599,71.78054881,76.40599372,53.83302811,46.58649962,62.6859685,54.36849874,139.9929241,122.9089695,127.0065747,129.9694895,gene,DNA methyl transferase5, DNA methyl transferase5
Zm00001d033827,1.05557856,5.93024783,92.50052355,1.40E-06,4.45E-05,74.73918792,82.35254684,64.14902667,73.74692048,36.74317791,34.57278912,34.65565738,35.3238748,74.25039069,69.13629537,76.81315258,73.39994621,gene,chromatin complex subunit A 106, chromatin complex subunit A 106
Zm00001d029203,1.1489385,5.912569984,92.2193757,1.43E-06,4.49E-05,55.02452024,53.0748463,45.8997346,51.33303371,36.31593166,39.11130197,44.33885577,39.9220298,80.56683018,85.36721776,100.2544078,88.72948523,gene,,TRAF-like superfamily protein
Zm00001d044581,1.623426554,5.573804471,91.90884859,1.45E-06,4.51E-05,42.37182307,42.54641211,29.86247793,38.26023771,23.21371318,21.35770756,31.29202005,25.2878136,84.04731724,75.45520409,76.41584317,78.63945483,gene,,Condensin complex subunit 2
Zm00001d052410,1.072382391,5.159528936,91.93948798,1.45E-06,4.51E-05,30.16049906,29.71037592,24.55359297,28.14148932,23.78337485,24.69484937,27.01102708,25.16308377,55.94560688,51.66637127,51.91509622,53.17569146,gene,,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
Zm00001d031837,4.529530374,1.498349383,91.41170475,1.49E-06,4.58E-05,0.735621928,0.288450252,1.880230092,0.968100757,0.142415418,0.133485672,0.50964202,0.261847704,6.574253343,5.45160752,7.284005848,6.436622237,gene,,Cyclin-D2-1
Zm00001d018444,1.409696255,3.865220024,91.01403934,1.52E-06,4.63E-05,10.44583138,12.54758595,10.28596462,11.09312732,8.402509678,7.875654663,9.683198386,8.653787576,24.36340945,24.03663316,21.18983519,23.19662593,gene,,Transducin/WD40 repeat-like superfamily protein
Zm00001d051544,2.135845852,3.7047207,90.86036335,1.53E-06,4.65E-05,16.4779312,19.90306736,12.9404071,16.44046855,3.133139202,3.604113151,5.300277011,4.012509788,19.20713231,17.71772444,17.48161403,18.13549026,gene,,
Zm00001d004340,2.531071174,2.815515968,90.56509414,1.55E-06,4.68E-05,0.588497543,0.576900503,2.322637173,1.162678406,1.993815856,1.468342395,5.096420203,2.852859485,19.07822539,7.929610939,21.5871446,16.19832698,gene,,Transmembrane amino acid transporter family protein
Zm00001d005293,2.510742979,5.131778141,90.51795984,1.56E-06,4.68E-05,29.27775275,27.83544928,24.11118589,27.07479597,6.693524659,8.810054369,18.95868315,11.48742073,68.19176506,66.28659144,62.90732323,65.79522658,gene,cyclin11, cyclin11
Zm00001d039617,2.957765554,4.543337628,90.60089241,1.55E-06,4.68E-05,23.24565294,22.931795,21.78854871,22.65533222,1.993815856,3.470627479,10.29476881,5.253070715,38.15645077,34.19644717,51.65022328,41.33437374,gene,,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
Zm00001d011486,1.283671471,5.832737072,90.14347839,1.59E-06,4.73E-05,25.30539434,28.41234979,36.60918591,30.10897668,44.14877966,37.90993092,40.36364801,40.80745286,103.7700773,103.4566427,90.05679957,99.09450652,gene,,CTP synthase family protein
Zm00001d033421,1.313141785,7.284774012,90.10066457,1.59E-06,4.74E-05,188.6134624,201.0498254,154.4000711,181.354453,77.04674129,71.01437764,98.0551247,82.03874788,191.9424162,198.4880738,221.1689048,203.866465,gene,,Deoxyuridine 5'-triphosphate nucleotidohydrolase
Zm00001d021635,1.35103942,3.678131328,89.65952254,1.63E-06,4.81E-05,9.85733384,9.230408052,10.7283717,9.938704531,7.690432587,7.07474063,8.561985941,7.775719719,18.94931846,21.3108294,19.33572461,19.86529082,gene,,Condensin-2 complex subunit H2
Zm00001d027479,1.026832553,4.945435249,89.6771472,1.63E-06,4.81E-05,28.98350398,27.25854878,30.63669032,28.95958103,18.22917354,21.62467891,22.01653528,20.62346257,40.73458934,44.7279617,40.65799628,42.04018244,gene,,DNA polymerase delta small subunit
Zm00001d020032,2.291278085,3.089324899,89.26837364,1.67E-06,4.88E-05,2.206865785,3.605628145,5.308884966,3.707126299,2.421062111,2.669713445,5.606062223,3.565612593,18.56259767,11.64661607,21.85201754,17.35374376,gene,,Probable carboxylesterase 15
Zm00001d038467,1.077384963,6.645041723,89.28209951,1.67E-06,4.88E-05,88.71600456,102.1113891,86.93299132,92.58679498,70.63804746,56.99838206,71.96145327,66.53262759,149.6609437,131.210281,140.3826582,140.417961,gene,replication origin activator1,DNA replication licensing factor MCM3 homolog 2  
Zm00001d049190,1.137531263,6.389149544,89.182584,1.67E-06,4.89E-05,91.65849227,85.23704936,73.6607789,83.51877351,47.99399596,48.18832769,60.2396868,52.14067015,122.203768,109.7755514,113.3656183,115.1149792,gene,minichromosome maintenance7,DNA replication licensing factor MCM2
Zm00001d034166,1.710701569,5.923624621,89.04934249,1.69E-06,4.91E-05,50.02229113,59.13230158,47.89056646,52.34838639,22.35922067,25.36227773,43.52342853,30.41497564,94.61768536,94.28803007,106.6113583,98.50569125,gene,,Serine/threonine-protein kinase Aurora-3
Zm00001d033484,1.380481137,5.160246735,88.75028336,1.71E-06,4.96E-05,34.27998186,44.85401413,39.48483193,39.53960931,13.2446339,17.35313739,25.27824421,18.6253385,41.25021705,52.4097723,51.25291387,48.30430107,gene,,HSP20-like chaperones superfamily protein
Zm00001d043164,2.420973811,6.226781654,88.60658557,1.73E-06,4.97E-05,54.58314708,64.32440611,57.95532754,58.95429358,16.94743477,18.02056576,45.35813981,26.77538011,143.0866904,131.7058817,139.3231664,138.0385795,gene,,Cyclin-B1-4
Zm00001d034788,1.507624722,4.408831148,88.50871124,1.74E-06,4.98E-05,15.00668734,15.28786334,15.48424782,15.2595995,10.25391012,10.14491109,16.71625827,12.37169316,34.80487064,36.42665025,34.30104572,35.1775222,gene,,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
Zm00001d003085,4.674019078,0.8876028,88.44845716,1.74E-06,4.98E-05,1.765492628,0.576900503,0.774212391,1.038868507,0.142415418,0.133485672,0.101928404,0.125943165,5.156277131,3.469204786,2.383856459,3.669779459,gene,,GDSL esterase/lipase LTL1
Zm00001d031678,1.161868079,4.536610762,88.24763251,1.76E-06,5.02E-05,17.21355312,14.56673771,13.60401772,15.12810285,21.36231274,14.28296693,14.67769018,16.77432329,38.2853577,36.30275008,36.55246571,37.04685783,gene,retinoblastoma family3, retinoblastoma family3
Zm00001d033738,2.485031806,4.424017633,87.89419327,1.80E-06,5.10E-05,19.42041891,21.63376887,20.24012393,20.43143724,3.133139202,4.938969874,11.51790966,6.530006245,35.83612606,33.57694632,40.52555981,36.64621073,gene,,Zinc-finger domain of monoamine-oxidase A repressor R1
Zm00001d038961,2.306065305,3.326934092,87.63562848,1.82E-06,5.15E-05,5.44360227,7.93238192,9.40115046,7.592378217,1.851400438,2.93668479,6.217632648,3.668572625,17.53134225,15.61142154,20.66008931,17.93428437,gene,,Kinesin-like protein KIN-10C
Zm00001d029579,1.689652159,5.683779674,87.57110179,1.83E-06,5.16E-05,30.16049906,36.77740708,24.66419474,30.53403363,25.77719071,24.69484937,36.38844025,28.95349344,104.0278911,81.65021263,96.01644072,93.89818149,gene,,Transcriptional regulatory protein algP [Source:UniProtKB/TrEMBL;Acc:B6SZD0]
Zm00001d013177,1.854280565,4.158793393,87.19210083,1.87E-06,5.24E-05,10.44583138,13.26871157,15.26304428,12.99252908,5.126955058,7.341711974,13.65840614,8.709024392,30.29312815,28.49703931,33.90373631,30.89796792,gene,,Electron transporter
Zm00001d003266,1.531839566,4.28496343,87.06733468,1.88E-06,5.26E-05,31.04324538,40.09458498,30.41548678,33.85110571,4.699708803,7.208226302,6.727274668,6.211736591,14.5664829,18.3372253,21.18983519,18.03118113,gene,,Protein STICHEL-like 2
Zm00001d026222,2.241535838,4.732162265,86.86688967,1.90E-06,5.26E-05,13.97681664,20.62419299,14.48883189,16.36328051,10.25391012,7.07474063,14.9834754,10.77070871,60.07062858,50.17956922,45.02839979,51.75953253,gene,,
Zm00001d031074,2.302410618,5.102611741,86.92195231,1.89E-06,5.26E-05,22.21578224,22.3548945,20.3507257,21.64046748,8.117678841,10.67885378,22.11846368,13.6383321,68.70739278,68.02119383,63.83437852,66.85432171,gene,,Di-glucose binding protein with Kinesin motor domain
Zm00001d037843,2.62194748,3.063394304,86.81724496,1.90E-06,5.26E-05,3.678109642,6.20168041,6.304300897,5.394696983,0.996907928,1.735313739,5.198348607,2.643523425,12.24615819,14.24851966,21.98445401,16.15971062,gene,,
Zm00001d024423,1.676403369,3.893796526,86.50123325,1.94E-06,5.32E-05,20.30316522,22.64334475,14.04642481,18.99764493,7.263186332,5.072455546,5.606062223,5.980568034,22.42980552,17.4699241,17.74648697,19.21540553,gene,DNA polymerase like1, DNA polymerase like1
Zm00001d029059,1.205109109,5.315184541,86.43701339,1.94E-06,5.33E-05,30.60187222,25.67207239,24.00058412,26.75817624,31.90105369,22.42559294,29.04959516,27.7920806,67.16050964,69.50799588,55.62331738,64.0972743,gene,,Probable LRR receptor-like serine/threonine-protein kinase IRK
Zm00001d014168,3.13049371,3.445151953,86.25450083,1.96E-06,5.35E-05,7.356219284,7.788156794,7.963327449,7.702567842,0.996907928,2.669713445,3.465565738,2.377395704,26.81264108,12.14221675,26.75216693,21.90234159,gene,,3-ketoacyl-CoA synthase 2
Zm00001d026344,1.683500693,6.667416589,86.22795152,1.97E-06,5.35E-05,71.94382459,79.75649457,61.49458419,71.06496778,48.27882679,44.58421454,73.08266571,55.31523568,204.5752952,157.8488177,170.7106098,177.7115742,gene,,myosin heavy chain-related
Zm00001d028075,1.066787853,6.587719421,86.04179021,1.99E-06,5.38E-05,92.09986543,92.7367559,68.35189394,84.39617175,59.52964484,70.07997794,67.47660349,65.69540875,132.3874153,143.9719986,137.0717464,137.8103868,gene,,BTB/POZ domain-containing protein NPY2
Zm00001d002726,2.095813507,4.980166716,85.95183097,2.00E-06,5.39E-05,20.74453838,19.03771661,21.12493809,20.30239769,8.687340515,9.477482731,24.46281697,14.20921341,58.7815593,49.68396854,69.13183732,59.19912172,gene,,Pectinesterase  
Zm00001d022401,1.368386237,5.024262401,85.92839908,2.00E-06,5.39E-05,31.7788673,28.98925029,24.4429912,28.40370293,17.08985019,16.55222336,23.44353293,19.0285355,51.0471436,48.19716649,49.13393036,49.45941348,gene,,TRAF-like superfamily protein
Zm00001d028210,1.374630245,4.034483096,85.87546984,2.01E-06,5.40E-05,16.33080681,16.29743922,13.27221241,15.30015281,8.687340515,8.27611168,10.49862562,9.154025938,24.87903716,24.90393435,22.24932695,24.01076616,gene,,Replication protein A 70 kDa DNA-binding subunit B
Zm00001d053724,1.235434778,4.292000848,85.46998748,2.05E-06,5.47E-05,22.36290662,26.68164828,22.89456642,23.9797071,10.53874095,8.943540041,11.00826764,10.16351621,23.7188748,23.54103247,24.76561988,24.00850905,gene,,
Zm00001d028039,1.462703248,6.045062384,85.32618642,2.07E-06,5.50E-05,47.37405219,45.43091463,46.67394699,46.49297127,31.1889766,35.37370315,54.63362458,40.39876811,110.9888653,114.8554584,104.7572477,110.2005238,gene,,Probable protein S-acyltransferase 22
Zm00001d002115,1.997051062,5.558157328,85.0498406,2.10E-06,5.55E-05,30.89612099,28.84502516,30.74729209,30.16281275,13.10221848,18.2875371,36.28651184,22.55875581,86.36764195,79.29610939,97.20836895,87.6240401,gene,,Microtubule-associated protein RP/EB family member 1B
Zm00001d026291,1.146276556,7.856940576,85.0612727,2.10E-06,5.55E-05,186.8479698,184.0312605,150.5290091,173.8027465,151.9572513,142.562698,192.0331132,162.1843542,363.6464447,345.4336765,366.9814583,358.6871932,gene,DNA methyl transferase2, DNA methyl transferase2
Zm00001d033231,1.517112304,4.906515834,85.04098761,2.10E-06,5.55E-05,19.86179207,21.20109349,14.8206372,18.62784092,18.08675812,14.54993828,21.81267847,18.14979162,51.30495746,55.13557606,50.72316799,52.3879005,gene,,Expansin-B4
Zm00001d034577,1.118740127,5.758488363,85.10497367,2.09E-06,5.55E-05,51.3464106,53.21907142,45.67853106,50.08133769,32.04346911,32.30353269,40.97521843,35.10740674,81.34027175,72.97720067,75.09147847,76.46965029,gene,,
Zm00001d037781,1.233785659,3.688403349,84.87552019,2.12E-06,5.57E-05,12.50557278,10.96110956,11.8343894,11.76702392,7.975263423,7.07474063,8.358129133,7.802711062,17.91806303,17.34602393,19.86547049,18.37651915,gene,,DNA replication licensing factor MCM6
Zm00001d039597,1.159070187,5.983712874,84.58992367,2.16E-06,5.65E-05,32.22024046,24.51827139,23.88998235,26.87616473,45.28810301,50.9915268,53.51241213,49.93068065,111.8912138,121.793868,102.5058277,112.0636365,gene,,Protein MARD1
Zm00001d028229,2.941899318,2.566278943,84.05190659,2.22E-06,5.78E-05,6.326348584,7.211256291,6.967911518,6.835172131,0.712077091,0.533942689,2.140496485,1.128838755,7.347694912,8.425211622,11.52197289,9.09829314,gene,,myosin-related
